Year,Review,Rating
2021,"Love zara. Reading the reviews I'm very surprised. The app was tricky at first but love it now. I never had any of the problems mentioned in the reviews. Ive ordered through the app umpteen timed and found no problems with it at all. My items Arrived on time in great packaging. What didn't suit, I used free return drop off and Got my refund within a few days.",5
2021,Good layout but very slow app. Freezes quite often.,3
2021,Cannot log into my account for one week it said there was a problem each time tried to retrister again nd it failed also,1
2021,Everything works as expected.,5
2021,Exceptional,5
2021,Wobbly toes,4
2021,Good,5
2021,They don't return ur money back even after accepting returned clothes..,1
2021,Excellent,5
2021,"I regret for my order, will never shop from this app again and don't even recommend it to anyone.",1
2021,Love this app. Zara is the best clothing brand.,5
2021,"Guys please dont try this , this is a big scam , there is no return procces Please believe my words I had lost 4,000 rupees ,because of there is no return option",1
2021,Good,4
2021,I didn't like the material so I returned it but what??? They don't refund my shipping charges of Rs 290...It was like I am doing a charity to Zara ...Never ever shop from this app,1
2021,Does not work you can't add anything on the cart,1
2021,I don't even feel like giving this a one freaking star. The app totally sucks. I uninstalled this app for a couple of months as I was not having anything to do with it and installed it today itself Nd the app does not let me see the products. It has alot of bugs ahhhh... I tried refreshing it but it did not load which just makes me upsets Nd annoyed! Do something with this please.,1
2021,It's been more than two months and these people still haven't refunded me. Worst experience ever!,1
2021,Very good app,5
2021,Glitches on the app caused my card to be charged multiple times without any orders going through. Managed to get it sorted but you're probably safest just going online on a web browser.,2
2021,"Appaling items in basket input card details, then said items not available and took 8 minutes for it to select a delivery of choice",1
2021,The sizes for different categories you get are not in accordance to what you see on the models so it gets really frustrating at times when you receive the order. Overall app functionalities are pretty smooth.,3
2021,Will never shop here ever again! I didn't recieve updates on the status of my order until two days before it arrived (after I asked them about it of course). Then they attempted to withdraw the money from my account twice(luckily that account was empty). After reading reviews I thought I'd never recieve my order.,1
2021,App is perfect.. under image filter I am not able to select image or use the capture option. Plz help.,4
2021,App too slow. It won't load anything,1
2021,Hello..pls contact me cos yourl took out 2 transactions from my account..yourls email is not working nd urls chat..so pls contact me asap before i lay a complaint..money was taken out twice from my account nd you guys better respond asap,1
2021,"The App Crashes, their Clothes are Quality, the delivery takes Longer time time Than Expected...i have ordered Clothes 3 times and the Order took 3 three Weeks....try Going to Stores their service is Trashhhhhhhhhhhhhhhhhh",1
2021,Great to browse but when purchasing there is always an issue. Orders being cancelled for no reason but still end up processing.,3
2021,All things are outstanding... excellent quality...,5
2021,"Way too bothersome to navigate. Like, where are the categories so I can browse what I want? On the menu I can just see some irrelevant stuff to what I'm looking for and there is no clear way into getting where I need to go.",2
2021,Very poor,1
2021,No options to send pictures,1
2021,🤩🤩🤩🤩🤩,5
2021,good,5
2021,Very easy to use!!,5
2021,"Consumer with ZARA for many years, and they have improved vastly. App is brilliant, design, photos, style, info. Recent times have been tough for retailers, lock down, shopping on line, courier services struggling with volume of consumers purchasing and returning. ZARA are so organised, recognised courier backlog, utilised more couriers , kept me informed return process throughout, . Chat service with Dianne, marvellous, she was extremely helpful.",5
2021,Really poor app to use! Not user friendly 🙁,1
2021,"App login doesn't work, login works on browser but when trying on application it says user doesn't exist",1
2021,Just decided to order online because shops closed. This app is completely useless. I cannot find find your size chart as instructed by robot on chat.... Tried to chat again but had to sign out n start again. Said it would refer me to 'human being' as it couldn't understand where do I find size chart. Said wait one moment then blocked again as said I was inactive???? Give up.... Will delete app n wait for stores to open.. Quite typical response for zara.. Customer help in store lacking,1
2021,It's been a month still waiting on my delivery and the customer service really bad . No idea if I'm getting my refund or na,1
2021,I like it,5
2021,"Výborná aplikácia, som spokojná:)",5
2021,Order can't be cancelled once ordered.,1
2021,I like this application i buy from it lot of clothing,5
2021,It's just great,5
2021,Yh,4
2021,I love it,5
2021,Worst app ever..,1
2021,Thope app,5
2021,Perfect brand,5
2021,Doesn't work I purchased and I didn't get a confirmation email my money was processed my items don't appear under my purchases,1
2021,Awful lay out. So difficult to find anything you want!,1
2021,So amazing app,5
2021,Refund process too slow. Been waiting since 18/12/2020.,1
2021,"Although the store is functioning in Azerbaijan, the company isn't providing Azerbaijani language for customers.",1
2021,Fair,5
2021,Simple app ever. Easy to use,5
2021,Can't process payment,2
2021,Very good and interactive,5
2021,Great due to covid19 situation. Also great offers and quick delivery. Thanks,5
2021,Great,5
2021,Best App Ever,5
2021,Very nice,5
2021,Very convenient !!,5
2021,They don't even deserve one star.,1
2021,"Bad App, not easy to use, hard to communicate with store if have a problem 😕",2
2021,Not for Indians. Lifestyle of Indians are different from thistype of dresses. They are only for Models,1
2021,I didnot receive my refund .. wrost zara,1
2021,Zara has So modern and comfortable app I love it,5
2021,Gud,5
2021,Love zaraa,5
2021,Great app. It's very easy to get what ever you want,5
2021,Bad. Can't finish the payment process,1
2021,Superb,5
2021,Nice,5
2021,This apps customer help chat function is on the fritz and the phone in option is down as well...major fail!,1
2021,They never update your return status. Also product will disappear from the shopping list post cancelling the payment. Customer support chat deactivates immediately in 20 secs if not typed anything. Also my refund amount of 5k is stuck and they are not updating the status on app or not even sending any email after majing multiple complaints. Poorest experience. Don't even deserve 1 star rating also.. It should be in minus.,1
2021,Everything is fine!,5
2021,They are fraud . I have returned my order and they are not refunding me and not replying me on Gmail. And their customer care number is all not valid . I will never shop again and I suggest u all to not shop from here . And the quality difference is alot in their products . #fraud,1
2021,Worst app in all aspects.. Hadn't expected this from zara...,1
2021,Ridiculous app,1
2021,"Very unprofessional, updates for delivery not accurate, very late delivery. unprofessional customer service chat",1
2021,I really loved the package! It was true to its size and color and the delivery was before time and it was so well packed. It was actually my first time and I was kinda worried but Zara is just amazing! I am a fan now!,5
2021,"One of the worst customer care and return policy , after returning the order no refund intiated for 15 days and on top of that customer care executive is rude and unapologetic towards the mistake and hung up the phone on face , I wish I can give negative ratings for this app .",1
2021,For free delivery in shops I get to put in the name of the shop I want products delivered to. Then it freezes. Over and over,2
2021,Love,5
2021,I do not recommend this app.,1
2021,Aplikacija je lala za koriscenje.Cene su I vise nego povoljne,5
2021,"Makes its so convenient, just at the finger tip .My stress buster",5
2021,Amazing superb..love zara,5
2021,"Pqyment options doesn't work, every time I have bought products from app, amount gets deducted from my account and still it shows pending payment..",1
2021,"This app needs some serious work. Alot of glitches, some options like jeans, trousers and shoes and bags have empty content. I'd rather go shop at the actual shop than using this app it very frustrating.",1
2021,"Horrible Return Policy...If you wear the product once and it turns out inferior quality and it breaks, your money is gone forever. No refund no exchange. And you never expect low quality from Zara , but apparently lots of their products are turning out unexpectedly bad.",1
2021,Terrible! I have received damaged items and the clothes were ripped.,1
2021,SO DISAPPOINTED! VERY BAD QUALITY OF CLOTHES AND VERY BAD CUSTOMER SERVICE. THEY SENT ME DAMAGED AND RIPPED ITEMS,1
2021,VERY VERY BAD!!! Zara took my money and didn't send my order out. It's been 5 months. I've contacted customer service and they are not doing anything,1
2021,👍,5
2021,Great app zara shop still remain the best shop,5
2021,The screen keeps on hanging,1
2021,Poor service... have been trying to register details for the last 5 days.. I've uninstalled the app as advised by the unhelpful Web chat team was told to wait a few hours after I'd tried the day before.. poor poor service.. and still today no option to fill in any details to actually register.. shame I love the clothes.. hate the app,1
2021,500 dress written 5akh....who will buy,1
2021,"Worst online shopping experience. Delivery dates are false promises, trying to contact is frustrating and the attention received poor in information. They cancel the shipping of products without a notice, previously and rightfully purchased. Might as well give them your money and hope for ANYTHING in return.",1
2021,"Order was never sent, i emailed customer service to ask why i did not receive it by the timeline stated, they kept saying it is under process and did not tell me when it will be received, I order on Zara app in Dubai and there is never any issue, here in Lebanon i would never think of ordering online again..",1
2021,"I enjoyed shopping at the zara app for the last few years, but the recent updates seem to have kicked me out of the system. I can no longer log-in. It simply displays a white box with a button to click ok. My credentials are correct because I can still log in through the web.",3
2021,Nice,5
2021,"Hello. Please decide and take action. Picking up trousers for myself I stopped at one price tag on them was 1990 r. And at the checkout they tell me that I need to pay 2990 rubles. Motivating that we mixed up the price tags. Naturally, it angered me. Arriving the next day, they also hung at a price of 1990 p. and were hung one pair at a time throughout the hall. Tolyatti. As I understand this is not the first time.",2
2021,Good,5
2021,"Worst shopping experience online, ever. This website is horribly designed and brutally awful for users to navigate. Honestly, people got paid to design this? LOL I love Zara, but I will never use their website to shop.",1
2021,It doesn't work properly!,3
2021,Las compras no me llegan los artículos que seleccionas me llegan de otro color o distintos realmente muy mal servicio y demorado,1
2021,Awesome,5
2021,"I just got my parcel delivered. Everything was fine, nicely packed, perfect inside and out. But one of my items (my bag that I paid for) is missing. And yet there is no help from the Customer Service. And probably I won't get my bag any more. So sad to have this experience with Zara.",1
2021,"Kindly Update IFSC Code Database Because While Filling Return Of Products Many Times IFSC Code Not Available, Specially Axis Bank, Karnataka Bank, Etc. Hope So Issues Will Get Fixed Very Soon. Thank You.",5
2021,worst service,1
2021,I just ordered some products and after 10 days they just cancel it due to lack of availability . I mean what kind of business are you guys running . Pathetic experience . Won't recommend won't order ever again,1
2021,"ZARA is the only Men's Fashion Shop where I can find the size that fit my small built. I love the styles and quality of the merchandise. Ms.Alexandra The staff at Bondi Junction Shop is so helpful and very pleasant, that make me always want to come, to check the goods and to shop here. Cheers.",4
2021,Excellent experience,5
2021,Amazing,5
2021,Not very easy to navigate at all...Great Products but the site stinks please do something about it...,4
2021,Bought leather jacket but after wearing few times it has torned up and of really bad quality.,1
2021,"My first time shopping on the App, and m not impressed at all. I dont think I will shop on this App ever again. Made purchase on the 30th December 2020, there is no update on how far the delivery will take. I used the online chat andni was told that there no update because they are still within the estimated delivery dates. Why can't they provide specific dates for delivery?",1
2021,"Always had the best service online or at the shops, been Zara girl for over 15 years☺️",4
2021,"WORST EXPERIENCE EVER! ORDERED SOME STUFF 3 WEEKS AGO, STILL NOT DELIVERED! Tried their chat on the App, they are totally inefficient, useless & dumb!! First said the order number I gave was wrong, then once I uploaded the screenshot from the email from Zara he agreed the order existed!! Then he kept me on hold for 10 minutes and then cut the line!!!! Tried again, same nonsense with another person!!!!!! They cancelled 2 of the 4 items by themselves, and forgot about the refunds? CHEATS & LIARS!!",1
2021,Delivery is too slow,1
2021,Refund issues,1
2021,This app delivery is to slow if the product is ready also they don't send it,1
2021,Very slow loading 😴,1
2021,I love it very simple and easy:),5
2021,Magnifique,5
2021,Best aap clothes,5
2021,"It's easy to use, but not easy to put in your address on registration. I ended up putting nabouring village for my delivery.",3
2021,Awesome app,5
2021,Nice,5
2021,Very good,5
2021,I didn't get my refund yet. It is pending from last two months. I have talked to you people like several times and all you do is nothing. It is the customer's money which you are supposed to refund them.,1
2021,"This a online platform to sell not demanding and fail products of zara. Ufcource they advertise good stuff also during sell time or without but, all the time good stuff is out of stock. only, those products avalable which is not popular and zara couldn't sell it. Good monopoly of zara to sell fail products...",1
2021,Very bad customer service...the chat option takes forever to respond and when i get bored of waiting and leave the app for a min they'll just close the conversation saying i was away for a while...like how annoying! I'm not so fluent in English hence i chose the option hindi every time i contact their customer service but these people can't understand hindi!...then why do you give us an option for English and hindi then?... pathetic service..my refund is still processing.,1
2021,All items are not available alllll the time and when I choose to notify me they never do it.,1
2021,I love zara and there quality is amazing.never fails to impress.,5
2021,I could not purchase my stuffs it's rejecting my email account,1
2021,Really nice,5
2021,Pathetic material and they don't give timely responses and I faced allot of problem while processing with the return request..,1
2021,"very very poor,worst",1
2021,The chat option is in chinese yet Zara has customers who are not Chinese but living in Taiwan. please include English in your chat.,2
2021,Over the moon,5
2021,The best online shopping experience. Excellent after purchase service. Even then courier service used are the best applying covid19 measures.,5
2021,"The team is absolutely poor in terms of processing refunds on time. If an item is returned, the money would not be received up untill more than a month. Constant follow ups required. Really bad experience.",1
2021,"I have been waiting for my refund for over 2 months now. Whenever I call customer services they tell me that they will look into it and initiate the refund, needless to say they do absolutely nothing about it. This has been going on for over a month now. All my efforts seem moot. I am so disappointed in Zara. Never EVER purchasing anything from here! Such pathetic state of affairs!",1
2021,Very bad app.misplaced my order even several times I called them up but no reply at all..I lost my money as well as products,1
2021,"The worst customer service ever. The chat service is clearly run by robots, who only bring in human workers at the last minute to pull out your order number and then then the chat deactivates if there is even a minute of inactivity, most of which is caused by the customer service being so slow to reply. I haven't gotten my refund for the past 3 weeks, and I've received no help from Zara.",1
2021,Ordered something as it is available in store after a week they cancelled my order without sending me an email or anything. I contacted them to know why my order was cancelled they said that it was out of stock in warehouse. Won't use the app again,1
2021,Worst customer service,1
2021,Great service. Quality goods.,5
2021,"The return policy is very- very bad I have bought many products but after chasing from one month atleast 7 time,no body came to collect the product till now.. Very bad Zara not accepted for the brand like Zara..",1
2021,Not clear at all,1
2021,The chat is so bad Late reply Very late It takes forever to get a reply,1
2021,Very good excellent 👏,5
2021,This app is so good,5
2021,"Its impossible to order via the app. Tried last night with different payment methods without success. This morning half of the items were out of stock. Not the first time that this happens, everytime frustrating though. Won't try again.",1
2021,It doesn't work well. I tried to edit the order and it doesn't do anything.,2
2021,It really sucks in every single way! They sent me a faulty item and refused to exchange !!! Its a really bad one am not going to use it or even go to zara stores,1
2021,It was owsome,5
2021,very slow very bad,1
2021,😘😙😚,5
2021,Love it 💕,5
2021,Excellent,5
2021,Prompt response and sincere service. Quality of product is remarkable.,5
2021,Awesome!,5
2021,The best,5
2021,Being trying to put gift voucher on and no matter how many times I've tried they will not go on.had to use computer and log onto zara.ie to add them and they are still not showing up on the app,2
2021,"I haven't seen a more terrible app than this. I tried to make a payment they kept rejecting my card, then I selected in-store pickup still the app wouldn't go any further. HORRIBLE. If I could I would give zero stars.",1
2021,Unstable application,1
2021,"It is hard to use it,💆",1
2021,Lost the will to live,1
2021,"Freezes all the time when you want to go back. Please add a feedback section 4 evry product we buy. Had a bad experience buying a ribbed tshirt. Was bound 2 wash it before wearing it the 1st time and it bled like crazy, making d brand new tshirt a waste as all the colour is out! I didnt pay 790 for it to get washed out in the 1st wash itself BEFORE EVEN GETTING A CHANCE TO WEAR IT!! So upsetting! There is no way you can express your disguise! Nor can you return it! 2) Size chart not helpful",3
2021,Excellent,5
2021,Odlicna aplikacija,5
2021,"Really poor user experience. Doesn't remember login details, no ❤️ option for liked items, my bag was not saved so i have to search again for all items added at the previous session...i guess i'll just drop it",2
2021,Amazingly neat app. Love it.,5
2021,"No scope to update address after placing an order. Also no scope to delete address from information window. Refund takes forever to be processed and needs constant follow up. Still awaiting refund , more that 20 days have passed. For an immediate order cancellation amount is not instantly refunded , amount gets blocked forever for whatever interest they are earning out of it",1
2021,"Terrible app, can't log in.",1
2021,Hehe,5
2021,Not easy to use,1
2021,Amazing 👏 love their products and they take care 🙂 ❤ in packaging would definitely support them and their products are off high quality 👌,5
2021,Excellent service 👏,5
2021,"Items can be added to cart but when you actually view the list, it'll say that particular item is out of stock. When there isnt enough stock of a certain size of an item, it won't let you do it so I dont understand why this is happening. This happens on the website as well.",3
2021,Best aap for cloths,5
2021,My account was blocked one fine day. I don't know what happened? Im trying to send email but that account is no longer in use. I don't know what's wrong. I have placed an order but I can't see it now,1
2021,Good,5
2020,Great app,4
2020,Won't even allow me to set up an account 😒,1
2020,Bad app,1
2020,Customer service officers on this app doesn't do prompt follow ups. Logistics company they have engaged is terrible.,1
2020,"Absolutely trash service. It's such a shame for brand as reputed as ""zara"".",1
2020,Ova aplikacija je siper...😎,5
2020,Not able to update personal information,3
2020,"Avoid ordering from zara app because they take the whole eternity to refund the money back. My return order was picked around 7-12-20, and till date (31-12-20) I've to wait for my refund.",1
2020,I like this store,5
2020,I made a purchase on the 20th of december and was charged for it again on the 31 of december. Im beyond angry.😡😠😵😡😠,2
2020,Rate are very High 😮😮,2
2020,"This app is strange to say the least. You can easily view an item that displays a cute shirt/blouse and upon continuing to scroll on that item to find the deets on the bottoms, it goes far left telling you what would go well with that shirt. I don't like that their sizes are inconsistent and have the nerve to have some items on the high end spectrum that are ridiculous.",1
2020,This not exactly the easiest app to use and register in. It gives the impression of being cluttered.,3
2020,"Unfriendly, unclear",1
2020,Atención al cliente es lo peor!!! Te cortan los chats sin haberte dado una solución,1
2020,Good,5
2020,Hang too much,2
2020,I tried reseting my password and everything to use my account and profile on the app and it just wont let me.. just on the website,1
2020,"Most useless site I have ever seen in my life, I didn't receive my refund from 25 days and they are treating me like it's Zara money . They sent me used jacket and having ""oil stain"" on it then I returned it and it's have been 25 days still didn't receive my refund. I am not going to recommend any of my friends and family to use this site.",1
2020,"Payment was successfully done but the order was cancelled without any reason. All they say is that amount will be refunded within 14 days. If the product was out of stock then the payment should have not been processed against it. My amount has been blocked, not able to use it elsewhere..was not expecting this kind issue.",1
2020,Very glitchy. Not smooth use at all. Frustrating.,2
2020,Too expensive.no value for money.The app is quite outdated.,1
2020,Worest app,1
2020,Item never recieved but showing delivered in the app.. Awful experience...,1
2020,Easy to use.,5
2020,"They don't refund money..and when ask from customer support they end our chat.. terrible service... flipkart, amazon are far better than them...Zara scammer",1
2020,"An absolute poor response of customer service, and the call center is not even working. There's a chat, it takes at least 20 mins for response, if you haven't noticed they close it a minute after they answered.",1
2020,I have placed a return request for 3 jeans but even after one week the item has not been picked up. Even there is no customer care details available on website. The number which there on website is switched off for last one week.,1
2020,Good application,5
2020,My order got canceled by accident. Didn't ask are you sure if you want to cancel this order. I didn't even remember where did I press my order just got canceled.,1
2020,Suddenly all the items are out of stock. 😑 Seriously. If you want to have a class please learn from Uniqlo,1
2020,"Love the styles and placed an online order on Black Friday for the first and also last time as it was ""cancelled by courier"". Took over 3weeks to find out as I had to reach out by private msg through Zara care. Refund was quick, but wish I read all the bad reviews prior to placing an order and glad I didn't order xmas gifts as I was looking forward to receiving the order. Will not order again. Uninstalled App after refund received",1
2020,Very reliable and efficient when you place your order.,5
2020,Excellent app,5
2020,Hating this new collection. It looks so much like H&M and honestly I loved zara for its classic designs but now it just looks like some teenager's street fashion choices.,3
2020,Good for online shopping,5
2020,Customer service sucks. Waiting for refund since 16+ days.,1
2020,doesnt work,2
2020,User friendly,4
2020,very bad customer service and complicated app,1
2020,"Product quality is really poor. Even the app is soo troublesome. It's just not working in my phone, whatever I put in my cart it shows that the product is out of stock even though the size I choose shows available.",1
2020,App keeps crashing everytime I select a category 😩,1
2020,"Guys, Never ever buy from Zara India online!",1
2020,"I am sad to say the photos don't do any justice to the awesome designs. Very hard to understand the size or fitting from the photographs in the app. Sometimes the pictures are in black and white, which makes it hard to even understand the original color. It's las if the app is not even making an effort to sell online. Also, my order came one month late, the sizes were smaller for me, by the time I thought of returning ,the bigger sizes were sold out. Hope Zara Product managers address these.",1
2020,Zara is a place to buy good clothes,4
2020,Very good,5
2020,Must download app,5
2020,Authentic,5
2020,Nice ap,5
2020,I cannot log in and it's frozen when resetting password,1
2020,"I have only browsed so far, haven' t bought anything yet, but Zara is my new best thing! This app seems to be wonderful, easy to navigate, simple for a non- tech to use. Plus all the merchandise looks beautiful and desirable.",5
2020,Perfecto,5
2020,"They won't refund your money, think 100 before installing the product",1
2020,Love you Zara i shop from here only,5
2020,Worst app and worst behaviour..don't purchases this app...,1
2020,Ordered a product payment debited from my account but still showing pending payment,1
2020,Nice app,5
2020,Horrible service and app,1
2020,They do not restock their items during sale . I saw that before sale timings also 50 percent items were out of stock and when I contacted them they ignored it.,1
2020,Very quick delivery..less than the time expected and mentioned on the app..Genuine products and quite easy to use the app which is far better than standing in the long que.,5
2020,Highly recommend,5
2020,"This app works only for checking one item, for next links it shows nothing and must exit and try again and again.",1
2020,Why I have to register for shipping in 2020 😭😭😭,2
2020,"One issue.. When a product has more colours, that part hides the full name of the product on the specific product page and there is no way to see the full name of that product.",4
2020,"Loading has been issue for awhile now. My wishlist doesn't load, I can't even log out of my account to refresh.",2
2020,Excellent,5
2020,Its not as good as it needs to be...,3
2020,The payment system is very poor orders dont get processed,1
2020,I like this app,3
2020,God collection,5
2020,Good,5
2020,"Had the worst experience shopping with zara app. Raised a request for the return of product. Nobody came for return pickup. You can waste all the time with customer care, they just tell you to wait for 3-5 days. 15 days have passed now. No resolution.",1
2020,Very disappointing. Item put in your basket disappear straight away during sales. Give customers atleast 30 mins before removing the items from their baskets.,2
2020,poor customer service.,1
2020,Worst payment system. And no returns,1
2020,"The app won't allow me to save my credit or debit card info. So I have to reenter every time. And when it is during sale, then I am wasting time on it while the stuff is all gone. Also, when items in my cart are out of stock, it won't automatically take them out. I gotta go back and remove them myself and go back to payment. By that time, the card info i entered is lost again. So its a nightmare",3
2020,Excellent app delivery superb love zara products love zara,5
2020,Fraud app ... After money deduction they cancelled order...,1
2020,Awesome,5
2020,Horrible system ui lag,1
2020,The sale is on and I'm not able to log in like seriously . That is happening past month .,1
2020,Clothes are stylish but threads are very weak does not provide accurate quality and high charges for what!,2
2020,The chat is 🗑,2
2020,Очень плохой сервис!,1
2020,Too basic but works!,2
2020,Zero stars I made two purchases on this app and very time weeks after I collected the items they will then take a payment again from your bank account without any notice then you as client have to go to your bank on your cost to reverse the transaction will never buy from them again.,1
2020,Great,5
2020,Fraud app ..avoid using it ... After returning product you will have to do follow-ups for multiple months to get the refund ...still now guaranty that refund will be processed....👎,1
2020,good,5
2020,"Running a fake sale. Hoodie went from 30euro to ""30 euro down from 39.99"" as did everything else. Shady practice.",1
2020,"הזמני אספקה ואיסוף החזרים לא קשור למה שמבטיחים, אין מענה כשפונים באפליקציה לשרות לקוחות, אין התראה על זמן של הגעת שליח",1
2020,Great!!!,5
2020,😁,5
2020,"The app really works like shittt ,u can't add the stuff to the shopping bag",1
2020,Awesome,5
2020,"From a brand like Zara one expects better. The app is very poorly conceptualized with basic features like Cancelling an order, deleting an old saved address missing from it. When brands choose to have their own app and not sell it on 3rd party platforms like Myntra, they should atleast design apps that are equally good if not better. Pathetic experience using the Zara app.",1
2020,Can't login,1
2020,Won't let you search for a specific item. Very frustrating!!,2
2020,"I don't received what I order, instead I got wrong product, when I complained about wrong products they don't want to pick up wrong product and no refund, in the first place its zara mistake that they packed wrong items. Its very easy to put up an order but when we got the wrong items it's so difficult to return the item. So from my point of view online shopping is a kinda fraud , now I will file against zara to consumer complaint .",1
2020,"User friendly, Return process is so easy also via this app. I have been using it for 7 times purchased. The quality of the picture is clear, the description of the material also clear. The administration behind this app can be seen working a very good job 👍👍 Satisfied customer",5
2020,"I love this app! It gives such a unique shopping experience, it's my absolute favourite! It's not full of chaos like many others, making choices so much easier!",5
2020,Mal,1
2020,Superb...,5
2020,"Though country specific collection & options are limited, the app UI is clean and the background videos contributes to the rich usage experience! ✌️",5
2020,"Filters do not work, when I filter by size I expect a list of items IN STOCK in that size",3
2020,Can't sort by price,3
2020,Awful cudnt even get registered to pay for items and live chat was zero help,1
2020,Baaaaaaad,1
2020,Wont allow me to log on after creating an account..,1
2020,"Beautiful quality, original product.",5
2020,Great,5
2020,Its always a lovely experience with Zara...from packaging to the quick delivery..Commendable work Zara team.,5
2020,Very bad experience,1
2020,I can't filter clothes by material!,1
2020,"I was looking on the mens store, then It instantly changed to ladiesstore. This should not have happened!!! I am very disappointed that this had happened I have been a customer to your shops for many years and have spent a great deal of time and money in your stores. This is the first time I have bought something on line with your store. Hopefully it will improve!!! Happy Christmas to you all. Kind regards. Brian Davis. Kind regards. Brian Davis.",5
2020,"Excellent service, fast delivery thanks",5
2020,"Big Bug I can't create a new user account from the app. I can't press anything and the keyboard doesn't show up, so i can't type my name, email address etc.",2
2020,"Terrible You can't contact customer service except on the chat, where all of them say the same nonsense like robots. No one helps my order is delayed by over a week and has been on review ever since and no one has provided a solution Don't waste your time and money",1
2020,good shopping app,5
2020,❤,5
2020,"Terrible Customer Service! Everything but helpful! No help, but a huge cost of nerves! Very unprofessional and unfriendly! And all of that when even they made a mistake, did not make a successful delivery of the order, and after all sold my order just as if I never ordered it and waited for it. Do not know how you made it here where you are now, but certainly do not deserve this popularity status!",1
2020,Very reliable,5
2020,Pleaseeee improve the app. Follow users suggestions and comments. I dont need to mention again what others had mentioned,1
2020,I like Zara,5
2020,Pathetic,1
2020,No track information for online shop. No phone numbers to contact the costume service. I am 3 weeks waiting for order and no there I can find someone to help me.,1
2020,"Have some issue with opening the app. It is possible to open on the day installed or reinstalled. After that i can't open it, keep on loading and finally shows ""connection failure try again"". Pls fix it.",3
2020,"not responsive and bad UX, better on the website.",1
2020,Fantastic,5
2020,"Could be a really good and helpful app, however, there are so many bugs in the stock checks that it makes it almost unusuable. You add an item to your bag which is clearly in stock, go to your bag and it's marked as out of stock, go back to the item and it says its in stock again. Incredibly frustrating as you have to go round and round in circles on the app and can't even end up buying anything. Also the search results are clearly broken as you can't scroll the full results.",2
2020,Very nice,5
2020,All very GOOD ONLY I WAS TRYING. TO SEE SOME. HANDBAGS 👜👛I ONLY SEEN2 ALSO WITH THE 👞SHOES WITH. THE BOOTS 3 PAIR BUT I STILL ENJOYÈD ALLTHE CLOTHES THANKYOU♡♡,5
2020,The worst online shop and the worst customer service ever. Very unprofessional,1
2020,Excellent,5
2020,Not very clear the clothes...confused,1
2020,One off the best fashion app love from the bottom of my heart.................,5
2020,Does not give actual tracking number. It only gives a status,4
2020,"I ordered £100 worth of clothes, which never got delivered. Zara claims that the parcel has been delivered even though nobody signed for the package because couriers self-sign due to covid, and refused the refund or store credit. So I disputed this through my bank, the first time I have EVER had to do that. Zara was my go-to brand and after this I'm never shopping there again.",1
2020,Bad experience,1
2020,Endd,5
2020,Zara is the best,5
2020,Useless. If I can't register as a customer in the app then I don't need it. (Registration Form shows but all fields are disabled). The Chat is just a bot. Some views were slow and clumsy.,1
2020,Billant they find clothes we can't find.,5
2020,I love this app clothes quality is very good awesome clothing 😊,5
2020,Poor customer service. I ordered on the 7th of December and I still haven't received my order. PATHETIC!!,1
2020,The chat space in the contact section isn't responsive and there's no better contact information and no customer care services...,1
2020,Not helpful at all,1
2020,ok,5
2020,"Horrible! I have checked out as a guest, did not receive a confirmation email, and can't collect my order! Although I do have a PayPal confirmation ! Still can't collect.",1
2020,Average,5
2020,So beautiful stuff,5
2020,Very bad experience,1
2020,Poor service,1
2020,"Top fashionable cloth available It's truly fantastic,its an art of Medieval",5
2020,"I'm just getting to use the app, but I love the theme settings.",1
2020,There is no given option to cancel product.. Really dissatisfied,1
2020,The UI is very unresponsive and also the product availability is different on website and on app.,1
2020,I like the ease of scanning the barcodes of the clothes i like in the store then being able to bookmark them in the app. I just wish they didn't sell out of practically everything when they have a sale. Because I'm never able to get the items i want when i see it finally discounted.,5
2020,"Very bad experience i had with app also with customer care 1st time ever to have such incident That i can't log in or access my account for as a pop up message shows error whenever i try to log in and issue unsolved 2nd when contacting customer care i was informed no such email registered with zara under this mail even after i sent customer agent screenshots of emails received from zara with order numbers, order confirmations and also E tickets and no action was taken ( poor c/care )",1
2020,"Not intuitive and easy to get around. Wanted gift cards to send to my granddaughter in Mumbai. Tapped on ""Gift Cards"" only to get a blank page. Be led by the customer rather than the other way around.",3
2020,The photos don't slide properly and it doesn't show all the products,2
2020,"Wow, so they update the app, and they lose your entire WISHLIST. Incompetent programmers.",1
2020,The app has a terrible UX! No idea where to go to find/search/filter for anything really?! Totally confusing set up.,1
2020,Would Be More Nice Of ZARA To Provide Dark Mode As An Option,4
2020,"There is a error with a new update, I can't see if the courier collected my package because the shopping list is going over it.",3
2020,Very Frustrating & Irritating App.,1
2020,Love love love this app.. awesome products and great price i mean I have no words to explain how much i love zara ❤️❤️❤️,5
2020,No responden dudas y no entrgan el producto en el tiempo indicado,2
2020,"I love the app and the brand , I used to buy Zara items from many countries but very disappointed about the sizes in USA. I am returning each time coz the XS is more like a M for me :( So sad , please fix it 😢 Noting that customer service team is so friendly and refund is very fast.",5
2020,Love zara all the time ❤❤❤❤❤✋,5
