Year,Review,Rating(out of 5)
2021,This app is so annoying everytime i browse something and check the item once you go back. U going back on top and its so annoying to scroll back where you left of.,1
2022,"It always needs an ""update."" Really annoying every time I open the app it takes me to the playstore to update. Even if it's updated.",1
2022,"Opens but just shows everything as loading. Cannot use the app. This may be specific to my phone, galaxy s 22 ultra, because it works fine for my wife using her pixel 6.",1
2021,I hate this app. Can't get the payment option to save. Can't get the card scan to recognize an old navy credit card. Worst app ever.,1
2023,I love shopping here for my daughters clothes but the pages never load. I end up having to go to the browser and search. What is the point of an app if it doesn't work.,1
2022,"Its too slow, it takes forever to load. Its no my internet, Disappointing I'm a frequent shopper. They need to do something to fix it.",2
2021,This new app is awful! The selection and not being able to breakdown specific items. Who came up with this? Summer is coming up and I won't be ordering anything on this app!!,1
2021,"I hope they can fix the glitches in this new app. Anything searched via barcode comes up ""out of stock"". Most of the skus don't register either.",1
2021,love their clothes and prices.... but the app doesn't always work correctly. and too many pop ads that makes it hard on mobile for viewing.,5
2023,Awful. App never works and has been the case for months. Glitches. Freezes. Can't even browse by department or searching.,1
2022,I have to uninstall and reinstall the app every time I want to use it. The only reason I keep using it is because most of the stores in my area never have what I want. So many glitches.,2
2021,I hate hiw it brings you to the top everytime you're done looking at an item. You have to scroll all the way back down to find your place. Super annoying.,3
2022,Always easy to order off the app. Easy to return. I get most of clothes off the internet. I always get a quality product from Old Navy.,5
2021,"Constantly says ""something went wrong, please refresh"". I just updated the app and it still will not work. Guess I won't be shopping at Old Navy.",1
2021,It does not work! The new app does not update in moments. It does not update your orders. The old app was the best. This is a delay !!!!,1
2023,Shopping on the app became very frustrating due to a continued refreshing of the page I was on. As I scrolled the page it would jump me back to the beginning of the page and I would need to scroll back to where I was.,2
2023,The app has been so slow the last few months. I can't get any pages to download. Very disappointing. It was working great.,2
2021,Searching for my items and putting them in my cart was very easy But when it came time to check out a error message kept popping up and I'm still unable to check out,1
2022,"Logs me out all the time, even in the middle of checkout. So I don't get the points for my purchases, or it doesn't record them so I'm not able to track them.",2
2022,Love that I can shop on an app but will log you out randomly and will sometimes not even load correctly. Really just has bugs that need to be worked out.,2
2022,overall app is great. but search is not as great as it could be and pages randomly freeze.,4
2021,Terrible! Just terrible! Nothing loads. I can't add anything to the cart. I can't check past orders. I liked the old app better.,1
2022,"I can't look at anything. It says ""Something went wrong."" I am connected to WiFi and not having issues with any other apps or web searches.",1
2021,"This app keeps crashing, as soon as I sign in, it closes. Open it on the web and sign in just fine.",1
2022,"I was trying to make a purchase but I keep getting an error stating ""SOMETHING WENT WRONG "". I uninstalled the mobile app and reinstalled the mobile app but that didn't fix the issue. Ugh ?? ?? this sucks and frustrating.",1
2023,"This app is terrible. It is soooooooo slow. When I can finally choose a category, an error pops up. EVERY. DAMN. TIME.",1
2022,"App has been stuck on the Google play ""download it now"" screen for months. Working fine otherwise.",2
2022,Sometimes glitches and won't load properly but deals are awesome and easy to find what you're looking for.,4
2021,I don't want to but I will give this upgrade a one star because I did just download it but I can't figure out how to get to my old navy credit card account. It shouldn't be this difficult!,1
2021,Awesome products at good prices. Just wish they would have better customer service level in the stores..maybe the stores should hire people that even the manager a good gut feeling.,5
2022,I'm unable to remove items from cart and it won't let me sign in to my account. Edit: May 3rd 2022 I'm still unable to sign in through the app.,1
2022,One star at this point is too generous. It literally won't work on my phone. I open it up and its just blank and never opens.,1
2021,Slow! Can't get the updated app. Do not like it! I don't think Old Navy wants you to use your discounts and they created a very slow App.,1
2021,"The old app was better. I can't even look at anything, it just errors and kicks me out. Same thing happens with the gap app.",2
2023,"This app is terrible. Constantly closing for no reason, always losing my place and so many ""error can't find the page you're looking for"".",1
2022,App will not work I thought updating it would help but it did not. It would not let me check out I had to go to the website to check out. Worst app ever!,1
2022,Nothing works. Can't stay logged in. It used to work great. Not sure what they're going through but it's super buggy.,1
2022,"App keeps crashing, when trying add filters. Not really helpful, since shopping usually needs the filtering option",1
2021,"App hasn't worked in months, it closes as soon as you open it. Note 10. Gap app does work though, I use that instead.",1
2022,"Hate the app!!! Every time I click on a tab elwhether it's women, men, baby boy etc it always says oops something went wrong!! Why is this happening. Fix it",1
2021,"I enjoy shopping on old navy app. I'm over 50 and not very tech savvy, but I find this to be very easy to use, not overwhelming!",4
2023,Love this app easy and convenient it makes my life a lot easier when I'm looking for sales. Old Navy has a lot of good sales and affordable clothing wear with quality,4
2022,"App definitely doesn't work. So many glitches and most of the pages don't work. Nothing against actually Old Navy, the app just sucks.",1
2022,"Since the last update, not able to completely sign-in to the app. The screen overlaps not allowing me to enter my password",3
2022,I love all the deals & Promo can't beat the prices. I have 4 little ones I buy Birthday and Christmas gifts for. I make purchases year around.,5
2022,Old Navy app is not a good experience and ask your email address then it asked your email address with your password and then it'll go back and tell you to get online if you're using an app it's very non-user friendly.,1
2021,The best place to shop for my 3 year old grandson it's so convenient to shop online whenever I go to an Old Navy store when I see something I want to buy my beautiful grandson his size is unavailable but online I can find everything I want thank you old navy,4
2022,I'd like to be able to purchase my items but the app is so messed it it doesn't even let me put in my card numbers. freezes up as well.,2
2021,The app never works. It always says something went wrong and asks me to refresh. I literally cannot shot for anything on it.,1
2021,App won't let me log into my account there is overwriting and it takes me to 'terms and conditions'. I can't put in my log in information.,2
2021,"Hate the new app!!!! Won't let me pay my bill, see my balance or anything. Page down message pops up everytime. Checking out is a major pain now too.",1
2023,"When I finally do get the app to load, and I am looking at items, it always sends me back to the beginning instead of where I left off when I hit return to shopping",1
2023,"Doesn't even work. Sits on loading screen forever, eventually just have to close it. It's not usable.",1
2021,I love that Old navy is supporting plus size womans clothing. It's important for plus size women to exercise. Getting healthy when you're ready is hard without clothing.,5
2021,"The only thing that works on this app is the shopping feature. I cant use the app to pay my card, check rewards or change profile information.",2
2021,I don't understand why I have to go to the Play store every time I want to open the app and now every time I try to open it it says something went wrong and there's just nothing there so I don't know why it keeps saying something went wrong for like weeks now fix it please,3
2023,"2/14/23 - I've been having issues with the app. It'll load to the home page, but as soon as I click on something, it won't load the page.",2
2022,I ? the feel of and fit of Old Navy clothes! Good job! The app update is a pain in the a$$. Had it been easy Old Navy is a solid 5 for me and mine.,4
2021,in 2011 I went to Miami and enjoy it at Dolphin Mall. Since then I have start shopping online. 2019 I went Miami and went shopping again and now with the COVID-19 I do it online. Hope next year i can go to Miami and go shopping again. I love Old Navy big selection and good material. I'm for the Caribbean Bonaire.,5
2021,"Ridiculous. Forced me to update and now it doesn't work - ""something went wrong"" message. Restarted my phone, etc. Don't have time for this... to Amazon I go...",1
2022,I LOVE Old navy!!! It's just that most of the thing you search it doesn't seem to know what I mean. like that time I searched for a swimming suit.,4
2021,"Useless. Can't sign in!! Sign in page is all jumbled text, there's nowhere to type in your email and keyboard doesn't come up.",1
2021,"I couldn't get it to load any pages other than the home page. The ""something went wrong"" page populates when clicking on anything",1
2023,"Constantly glitching, won't load, errors all the time. I don't know what you did to this app,but it's horrible now!",1
2021,Usually I have no problem with the app. But the last few days I can't even open up the app. I've had to buy my items online instead. Let's fix this issue plz,4
2021,too many times needed to refresh and couldn't find the information as on the website. Not even as half user-friendly as the previous version,2
2023,Worst app ever... nothing ever loads I can never log in to my account it never works there is absolutely no point in downloading this app it does not add any convince it is faster to just go online hiw can such a large company have such an awful useless app,1
2022,"Great, inexpensive summer clothes that hold up surprisingly well. When you know you're going to buy all new clothes every summer, do it here.",5
2022,Keeps telling me that there is an error everytime I go to check out. Then it keep loading. It's a nightmare.,1
2022,What is wrong with this app? It never allows me to log into my account. Sign in page is always messed up. Even with update,1
2022,"This app is very glitchy. Requires repeated sign ins, some pages won't load, and not all of my orders are in my history.",3
2022,they make it way too easy to shop. I bought some cargo leggings a while back and had to come back for more because they're awesome.,5
2021,Hate this app! The old one i could pay my card online now it just keeps saying there is a problem with my information try again. Every freaking time! It SUCKS!!!,1
2021,"Been trying for days now to use this app and it keeps saying ""Oops something went wrong"" looks like something os really wrong. I can't even open thru email",1
2022,"This app has been horrible. If it doesn't take too long loading, it won't load at all. This has happened entirely too many times.",1
2021,"This app is so much smoother to shop on than the site. I just wish there was an option to pay with After pay on the app, that's the only thing keeping this from 5 stars!",4
2023,"The app NEVER works. It is such garbage. Every time I try to load any page, I get an error saying something went wrong.",1
2022,"App is glitchy and frequently shows the, ""something went wrong' message. You are also constantly logged out",1
2022,"I love old navy, but the app is very slow to use on my phone. Using the website on my computer works so much faster!",4
2022,"Won't even open... I've installed then uninstalled, tried I don't know how many times and I can't even get into Old Navy at all...I've been waiting and waiting and now I'm sick of it, of trying... what's going on??? I know what's NOT going on...please do something about this",1
2022,What a terrible app! I uninstalled right away. It's like you're looking at one of those catalogs that you get in the mail and then start huffing bath salts.,1
2022,It's not login after login in 10 times. Keeps saying I'm not login. It's not showing items in my cart. It was working great weeks ago.,1
2021,Our family loves going to Old Navy ! We love Shopping at Old Navy because it's Always a Fun experience finding Beautiful Clothes and other Great items at Such fantastic deals !!,5
2022,"Echoing what other reviewers have mentioned, this app is suuuper glitchy and frustrating. Unless the developers make some major fixes, don't bother with this app.",1
2022,"Ridiculous!!!! Keeps signing me out & when I try to select a category or different items, I can't. Absolutely worst app EVER!!!!",1
2022,App is very glitchy. I can't checkout anymore. I have to use the browser version every time.,2
2022,This app was working great and now every time I sign in it says an error happened and when I hit refresh it still does nothing. Fix your app please!,1
2021,This site is slow. I do not understand why I must go to the play store to open it every time. I should be able to tap the app and it open it right up this is truly a pain,1
2023,App never loads any products. I can't ever log in so there is really no point in the app since I can't save any items or even keep things in my cart.,1
2021,Currently this application is completely busted. Clicking most any link inside the application will fail and cause you to close and restart the application.,1
2022,Great styles for men. But plus sizes are a hit and miss. the mostly just widen the size...not lengthen it. Nothing like a short square t shirt....,4
2022,App won't open. I've tried for 3 weeks and it is so glitchy. I've gotten all updates. No idea why it won't work.,1
2021,"I love O.N. for having tall sizes, however they run out of them constantly and I can never get anything on sale. Their quality is really good.",5
2022,The clothing is the best our family! It's comfortable. The clothing is durable and kind to our skin. Old Navy is worth it!,5
2021,"Old Navy app is not working the main page loads fine but when I go in to search for items I can't because all it gives me is ""Something went wrong blah blah!",1
2023,"HORRIBLE HORRIBLE APP!!!!!! Freezing screen, it won't load pictures or anything for that matter. Very frustrating!!",1
2022,I have always loved Old Navy. I love that they have a variety of different sizes and that they don't judge on size. They have really cute clothing also.,5
2021,"App is stupid sluggish, and every other thing I try to look at something I get an ""Oops something went wrong."" It's pretty frustrating.",1
2021,I have gotten many clothes and deals from here for my child. I recommend Old Navy for your clothing. I love most of the selection.,5
2021,Not sure why you thought lumping all women into one category was inclusive. Bring back the separate section for plus size women. I promise my curves look way different in clothes than a size 2. Inclusivity means respecting our differences.,1
2022,"Recent update caused many things not to work, now can't see orders etc. ON has done this before with an update.....wish I hadn't updated. App worked great before update",1
2023,Great experience shopping at Old Navy always!,5
2021,"I love the styles, but sometimes they are poor quality. They shrink or tear easily. Not always, but sometimes that is what I've found...",3
2023,"This app never works for me, whenever I go to shop for items. It just loads, and loads and loads. It's unusable.",1
2023,The app never works anymore. I try to open a category and all it says is oops something went wrong. I am not happy with this app anymore.,2
2021,Doesn't work with last 2 updates. Home page loads but any other product lists say to try again later. It's been at least a month of this,1
2021,Gave me the option to update. Said they had fixed the bugs. I updated and opened the app and now its saying Something went wrong.,3
2023,"Closes itself. When I click on an item, I can't go back to where I was because it goes back to the top and makes me start over. Very annoying.",1
2022,"The app has been very clunky lately, but they seem to have worked out some kinks. it's running much more smoothly",4
2022,App makes me sign in multiple times before it works. Won't even load any pages. Can't shop it won't let me do anything.,1
2022,I like Old Navy once I figured out the sizing. T-shirts I size 1 up for a little dryer shrinking. OG button fly 1 size down and my regular size in zip up.,4
2022,"Keeps crashing, can't add anything to cart... actually, it won't even let me VIEW the cart ?? quite tragic. I just want some pants, man lol",3
2022,"Wow, this app is amazing ?? Great app experience so far. ON has great deals for men's clothes and fast free shipping. ON is my favorite new store!",5
2023,"Wish I could say negative stars. Worst app especially if you want to check on your credit card balance, transactions or pay.",1
2022,Awful after the update. Takes for ever to load and you have to login in after every click. I've reinstalled multiple times now and it still sucks.,1
2023,Great prices with good quality clothing,5
2022,This app never works for me and crashes too much. I'm lucky if I go to the actually website when using my phone to get access to the site.,1
2023,"Terrible, always says there is an an error",1
2022,"The app (and website) need to be updated, loading and going back takes a while and I can't see my history of purchases.",3
2021,"I know others may have had issues when using the app, but I have had nothing but super experiences when using this app! I love it! Super easy!",5
2022,"For a senior like myself, I love Old Navy for the variety of clothes and the quality that beautiful (senior prices), gives me. Also the (Free) shipping!",5
2021,One of my top 5 favorite clothing store. The quality is excellent and the choice are a variety. I will forever be a customer of Old Navy and Gap,5
2022,"Used to work great. Now every time i click on something, it signs me out. So frustrating and time consuming.",1
2021,App is not working. Hate when you guys try update things and it does not work. I see others have complained for a couple of days and it is still not fixed. You are going to loose customers.,1
2021,Something went wrong. I get that message when I select a category to shop. This new app has never worked. Please fix it.,2
2022,"It has become very annoying having to login everytime or I keep getting this error message ""something went wrong"" when I want to access my cart",1
2021,"I gave 4 stars bc the sizing on some of the clothing is off so its kind of frustrating. however, they do have some good buys.",4
2021,Went to checkout with my order and it completely wiped out what was in my bag and what I had saved. Just keeps saying to refresh.,1
2023,"This app is so laggy it basically doesn't function, what a headache",1
2021,Won't load anything. I try to sign in and it pops up saying the page doesn't exist anymore. I just uninstalled app. No good!,1
2021,"Completely non-functional. Any attempt to click on or search for clothes results in a ""Something Went Wrong"" screen",1
2023,Need a seperate app to pay credit card or an easy switch link between banking and shopping. One not required to log in separately.,1
2021,"Keeps saying there is a problem, refresh, get the same page over and over. Can't pay through app without problems",1
2022,the app can be finicky when adding favorites -- it doesn't always save the exact color and size selections you make,4
2021,I like to shop at Old Navy they have everything for the whole family and there staff are very helpful. I like to shop online too because it's so easy,5
2022,My security app continues to find the Old Navy app as an issue. This is the only one it does not approve so I will not have it on my phone.,1
2021,As a plus size woman I can never find comfort and confident clothes and as well as being pregnant and matching my daughter. old navy has literally checked off every box and I could not be happier and confident wearing there clothes. thank you OLD NAVY your my hero,5
2023,Experience displays good quality and customer service that displays complete understanding.,5
2021,the app works amazing and is very easy to use. Old Navy has always been my go to for jeans which last forever! Prices are get for budgeting!????????????,5
2022,This app is torture. Stop enticing me with great deals that I cannot have because of your app. It's borderline false advertising.,1
2021,"Downloaded app, put in email address to log in & the sign in button wouldn't light up. I hit next & go on keyboard & still nothing. Im sticking to online.",1
2022,"I fell in love with Old Navy when they expanded their plus sizes to include true plus sizes! not just ""junior plus""... Beautiful clothes, fair prices!",5
2022,The app never actually loads past the home page. Would be great. Also the app constantly signs you out.,1
2022,"The app is a little wonky with its odd search bar and ways of organization, but overall handy.",4
2023,Very glitchy. It will not apply filters. Removes items from your bag when you log in to pay with account information.,1
2023,Always has great deals for the entire family!,5
2023,"This app sucks, it never loads, always freezes, and works when it wants to for me to make a credit card payment.",1
2021,It keeps getting stuck and asking me to refresh to get results. But after I refresh it still shows me the same message.,1
2021,Every time I open the app it directs me to install the new updated app....I have the most recent version already! Then it completely logs me out.,3
2022,app has improved significantly. easy to view the items and visualize how it may fit especially with the extra sizing models,5
2021,I have ordered many times from old navy! I have never had any problems. the shipments have always arrived on time.,5
2021,"So good, especially since I can't just go to the store...lol! Great service and delivery time. Thanks Old Gap Banana Repub. I shop them all",5
2022,"App takes forever to load. More times than not, nothing loads at all and I give up trying to shop here and go to my Amazon app instead.",2
2023,This app very rarely loads. Has a bug more times than not that causes me to have to un-install and re-download app.,1
2022,Great deals and toddler boy clothes! But the app is always freezing and I'm always having issues with it.,3
2023,App never loads and always crashes,1
2022,This app is horrible. No matter where I click it logs me out. The fact that it doesn't work frustrates me and makes me not want to be bothered,1
2023,"I routinely have issues with things either not loading at all, or taking forever to load. This app needs work.",2
2022,Horrible app! Have to open via Google Play Store every time. Seems like it has to be updated weekly. Unable to checkout. Worthless,1
2021,When I try to open any page on the app it tells me to refresh because it can't open the page. What's the point of this when you can't see any clothes??,1
2022,I love Old Navy. They always have some kind of sale going on. Their customer service is terrific. They find yh3 answers if they don't know it. I would recommend Old Navy to everyone!!,5
2022,The app hasn't worked for a week now. it won't let me sign in and when I'm finally able to it has my cart messed up.,1
2022,I have never had any issues with this app before. After the last update it is so glitchy and I cannot get it to load!! I'm sad.,5
2021,"My older app was the best. Now this one doesn't work. oops! Refresh that all it saying. For so many complaints about this app, and old navy isn't doing anything. please fix the issues.",5
2023,Trash!!!! It never works. It either goes completely blank or the something went wrong code always pops up. So sad.,1
2022,Hard signing in. All the time. Kept trying. Words are scribbled together and you can't see the line to type in email and password.,2
2023,This takes forever to load selections or not at all. It says there's an update but there's no update to be found.,2
2021,"Every time I open the app it tells me to update it which I do..but whenever I click to open something it says ""something went wrong...""app is not usable ??",1
2021,Everything was fine with the app I'm not sure why they changed it because now whenever I try to log in it keeps giving me the notification to update the app and then when I clicked to update it it just opens the app I updated it already so I don't know why it keeps showing like I haven't updated the app,5
2021,Horrible. Installed new app and can't even log in. Keep getting error messages and redirects to web browser.,1
2021,error message/bugs. When you try to move from home screen there is always an error message. Hunk of junk app,1
2021,I saved my favorites. When I go through the app it says I have none saved. Then I go to my orders its says oops there is an error try again later,2
2021,"This app crashes, doesn't populate and never works.I encounter the same issues with the BR and the Gap apps... too difficult to bother with!",1
2022,App doesn't work. Continously loading. I have to use the actual website if I ever want to search for or purchase an item.,1
2022,Although I have a strong password I continue to be directed to make it stronger. It's a total hassle to shop even with your new app I'll go elsewhere.,1
2022,"I love this store. Feel free to be me in old navy clothes. Older, wiser, comfortable.My outfit yet functional.attractive I'm and feeling at ease",5
2022,If I could give it no stars I would. The application doesn't work at all. It can never just work right. The app always closes on its own.,1
2021,When I click on the app on my phone it goes to this page instead of going straight to the Old Navy app store. I then have to click open to get to app. WHY?????,1
2022,"Too many bugs. I updated, restarted my phone, cleared cache and data and its still not working.",1
2021,Please fix it!!! I used to order on here all the time. Now I get constant error messages. PLEASE!!!!,2
2021,"Crashes before it even opens on an Android phone. I have tried several things to remedy this, but to no avail.",1
2021,"great clothes, great quality, fun styles, great prices! from infants to men and women... can't beat it!",5
2022,App needed an update and did so but now I can't sign in. Update: The app is trash! I could never open or search for anything.,1
2021,Great app! Never crashes and it is always up-to-date. I literally do all my purchasing through the app.,5
2022,love that i can shop for the whole family in one place. love how easy it is to return items as well as purchase them online.,5
2022,Absolutely horrible app. Continuously asking to log in and looses my selections that were placed in my shopping bag. Please fix!!!,1
2022,"App has been super buggy lately. Takes forever to load in, so most times I give up. Would use more if fixed.",2
2022,"Terrible app. Too many glitches, doesn't load, requesting sign in with every item added to cart, cart doesn't load. Awful app!",1
2021,Trash can't even pay my card cause it keeps giving me an error message so I have to go onto the browser and use the quick pay option which doesn't let you pick a date stupid app gonna cancel my old navy card,1
2021,"Im sooooo glad that now, after looking at or buying an item, I can continue from where i stopped and not at the start. THANK YOU! It is Now VERY EASY TO NAVIGATE.",5
2023,"The worst app. If the email you have been using since the 00's doesn't work, then it is your password!!",1
2021,I can't click forgot password to login and it took me way too long to even type in my login. All the words are bunched up. HATE the new way. I can't pay my bill!!!!!! FIX IT,1
2021,"This new app is glitchy and rarely lets me even log into my account. Browsing product is easier, but that's the only plus.",2
2021,"After loading cart, I can't complete checkout. Could not login and couldn't checkout with PayPal. I tried over teo different devices.",1
2022,The app DOES NOT WORK. I cannot use my cash bucks I've tried every day and now they are going to expire. FIX THIS.,1
2021,Everything I scan in the store to check the price just says it's out of stock... As I hold it in my hand. Pointless... Uninstalling.,1
2022,"I can't even remember the last time I was able to shop in the app. It freezes every time I open it. It's unfortunate, because I used to love to shop online using the Old Navy app. Not anymore.",1
2022,"Doesn't load anything. I tried to log in, with the correct password, and it was stuck with the loading symbol. What gives?",1
2022,"takes a while to load sometimes but overall a great app, super easy to find and shop sales and easy to save and use rewards and such",4
2022,some features do not work. favorites do not save. unable to sort or filter boys clothing.,3
2021,Good quality clothing with a great selection of styles and colors for everyone. The sales are great and the children's clothing is adorable.,5
2021,"When you're viewing an item, the app returns to the top of the page. Won't use the app anymore. I'll shop somewhere else",1
2023,How is it possible that I update the app and it gets worse?? Iv deleted it and reinstalled it. Nothing works properly.,1
2023,I use to be able to use the app fine but since Christmas the app just never loads. I've Uninstaller it and reinstalled it but still no luck.,2
2021,"I love Old Navy for their toddler clothing selection, and for Women's dresses. Men's sweaters and coats are also really nice.",5
2021,"Unable to use the app. Always says ""Oops, something went wrong."" And i was using old app perfectly fine until I installed update.",1
2022,App will not let me shop...has been crashing this whole month. I can see my account but when I go to shop says there is a problem.,2
2021,Huge disappointment from previous app. Too many clicks for each step. I've uninstalled and I'm going back to just online.,2
2021,"I can't do anything, there's a message saying ""something went wrong"" and I can't look at any items. I really don't want to use google, the app is just easier.",3
2022,I love Old Navy but lately it seems impossible to find certain sizes like Large for women and xs and s for girls. There's almost nothing in store those sizes.,2
2021,I do not like when you push the back arrow it doesn't take you to last item you looked at. It takes you all the way back to the beginning.,3
2022,"Always a great time shopping with you!! Love the merchandise, fast shipping and great quality with excellent prices! ??",5
2023,this app is very glitchy. only works sometimes,2
2023,lots of great deals!,5
2023,"App doesn't work, nothing loads.",1
2021,"Only shows half screen. App never shows me the entire page. When shopping, it is very inconvenient.",2
2022,"Love the straight boyfriend jeans great comfort, length, style and quality. There is always a sale or super cash to make wallet friendly.",5
2021,Keeps auto closing. Force stopped the app issue still continues. Uninstalled and reinstalled same result app auto closing upon opening.,2
2022,Every time I try to log in to the credit card To try to pay my bill it continues to air out I have never been able to log in through this app,1
2021,Not a fan of the new app. Hate having to scroll through a million items. The filter feature is not the best.,1
2023,Slow app and there are sections that don't load at all. Must.not want you to shop. Can't even login to pay the damn bill. App sucks,1
2021,I love the Old Navy App. I just hate that all the matching items are in different places instead of all together.,4
2021,"Everything I love, gift giving, all sizes, all types of great clothes in one stop shop. Fantastic promos and sales! WIN WIN",5
2022,Worst app ever!! I have tried for several days to purchase clothes from your app. Always says something went wrong..refresh! Nope doesn't work...ridiculous,1
2021,"Literally can't click on anything or else ""something went wrong""....every single time I open the app. Uninstalling now.",1
2023,love the clothes and love the staff I work with,5
2021,"great selections, always changing, so buy when you see what you want. The only place for baby/toddler shoes",5
2021,"I get notifications from this app still... but open the app and ""oops! Something went wrong!"" And it's literally been weeks...",1
2022,Constant problems. Always logging me out and removing items from bag. I go to shop and have problems so I wait weeks and it never gets fixed. Samsung Galaxy S21,1
2022,I enjoyed shopping with Old Navy they have really!!! Amazing style and prices are reasonable. Best place to shop with style ??,5
2021,Horrible App. Makes me go to Google play every time to open the app. And can't pay my bill in the app. HATE IT!,1
2023,Trash app. Doesn't even load pages. Easier in the Browser. So annoying,1
2022,"This app changed from 100 to 0 all of a sudden. I rated it 1-star but I came back to review my rating to see if I could give it a negative star. Rubbish app. And a year after, keeps getting worse",1
2022,"Will not let me sign in, won't search and gives me errors every 30 seconds. I can't buy or even browse in this app now. Maybe the latest update broke it?",1
2021,Can't filter by size? Have to open every item to see its not available in my size. Frustrating. Way too time consuming.,2
2021,"After the new update I had to uninstall, everytime I opened the app it kept telling me to update. Wouldn't let me do anything else.",1
2022,"I can never get the app to work. It is constantly loading and I never get anywhere. I get the home page and then as soon as I go to shop I can't get anywhere. It doesn't matter if I am on internet or not, it just doesn't work.",1
2022,great quality and good sales. Just have to on top of them or you'll miss out as they run out pretty fast.,5
2021,"This just updated and now it will not load anything- my account, coupons, it crashes when I search- it's useless.",1
2022,The app doesn't load so I can't sign in or shop using it. I always have to go to the website using my browser.,2
2022,"Awful, makes me not want to shop here. So frustrating. Slow to load, tons of error messages.",1
2021,I just want to buy som cute clothes but your app hasn't been working for the past month. Very disappointed considering I love your store.,1
2022,App doesn't work. I can never load anything. It's very slow. I eventually just uninstalled it.,1
2021,"The app defaults whichever address it wants. Other than that, this app is WONDERFUL! LOVE IT and I am on it way too much.",4
2021,Not user friendly since lately. Each time I click on the app it takes me back to Google playstore to click open. Rubbish,1
2022,Love the extra online discounts. I actually saved more money than I spent on my order. Heck of a deal.,5
2021,"Great app. Very easy to use. It makes shopping for the family super quick, not to mention super easy.",5
2021,App sucksfor lack of a better word. Never works and always says to refresh the page. Why bother! Never works!,1
2022,"Can never get into the app, it's always trying to load; I can get into the website itself on my phone much faster.",1
2021,"App will not move to next window when selecting a department or using search. Just says ""something went wrong"".",1
2023,Horrible app. Always glitches. Have to go to website to do almost everything. Can't even make my card payment.,1
2021,It does not take you back to where you were after clicking on an item. You have to reset scrolling from the beginning,3
2022,I download but it is impossible to sign into the app. The T&C wording is overlaid on the sign in and cannot be selected.,1
2021,"Not working, everytime I go to use this app lately (last 3 months or so) it tells me something went wrong with loading.",1
2021,"The ""newly invented"" app crashes before I can even select a category to shop. How about an update to fix this?",1
2022,This app truly does suck - I constantly have errors any time I try to look at a category. It always logs me out of my account as well.,2
2023,This site is not working at all and won't allow me to make a payment to my credit card.,1
2021,"I love this app. Old Navy is my favorite store and on top of that it's really convenient. It can be a tad bit slow sometimes, but still a good app.",5
2023,The app never works. It will load but when you try to browse the categories it never loads. Disappointing.,1
2021,It won't let me apply my rewards and MVC free shipping code on top of the % off codes. The old app let me! So frustrating!!!,1
2021,Can't make payments with this app. Keep getting an error. Please fix this issue or give us the option to use the old app.,1
2022,Latest update for app make it glitchy. Constantly having to re-login and randomly take you back to home page,2
2021,"The app just doesn't work anymore. It will not load any pages, I only get an error no matter what I try to click on.",1
2023,love everything about Old Navy,5
2021,The app crashes as soon as I open it up. I've uninstalled and reinstalled it many times.,1
2022,With the new update it literally will not work. Keep trying to shop and add to my cart and impossible to make work.,1
2021,I especially love their online tall clothing. The prices are great and their quality clothing is exceptional.,5
2022,I haven't been able to sign in to the app in months. I've reinstalled it several times. ???????,1
2021,Since before the last update the app does not work every time I buy something I have to do on the internet page. Terrible service,1
2022,always the best shopping experience from size runs colors boys girls men's women's everyone in the family at any given time you can go and find just what you need for the right price I have never been filled by you guys always been a compliments of my attire or my child's or anyone in my family's so thank you,5
2022,Issues. I keep getting sent to the website. It wont let me log in 80% of the time. Trash!!!! I just want to pay my bill.,1
2021,"New app is Horrible, always says Error temporarily unavailable for history or to make payments but will let you continue without logging in!?",1
2021,I love the quality & affordability at Old Navy! They have great basics & kids uniforms too! You will find something for the ENTIRE family!,5
2022,"Every time I go to use this app it ends up malfunctioning. I love Old Navy, and shopping here but this app consistently tells me ""uhoh something went wrong""",2
2022,"I love Old Navy! theres always a great selection on clothes, always things on sale plus extra savings. Reliable delivery ????",5
2022,Got all glitchy when i signed in... Logged me out after a certain amount of inactivity and i need to be logged in whenever i shop also issue still persists when i scroll.,2
2023,"Very glitchy, pages take forever to load if they load at all and the search function is horrible",1
2021,Will not work. Keep getting the message something went wrong when I click on anything from the homepage!,1
2023,love shopping online with Old Navy,5
2021,I can not view anything to even add to my cart. So i can not purchase anything. Such a disappointing app.,1
2022,"Sign in words over lap , difficult to sign in, still won't let me sign in have changed password 3 times an still don't recognize my email,done wit this, deleted this account .",1
2023,Keep getting refresh error after i updated,2
2022,What the hell is wrong with your app and website? I can't log in on either or even reset my password. So annoying.,3
2021,I always shop at Old Navy. They have everything I need for great prices and the quality is exceptional!!,5
2022,Being an older woman I had stopped shopping at Old Navy but the new Bodequality motto brought me back! Thanks for seeing the big picture Old Navy!,5
2021,"Terrible new app. Everything is way harder to find and shop for. Its just awful, don't waste your time with it.",1
2022,"I love shopping with old navy, I get my clothes and my sons clothes ect but when I add things to my favorites and got to my favorites it's always saying no saved favorites it's been doing this for a while",4
2023,This app is constantly crashing. I'll click on something and it'll tell me to refresh the page.,2
2022,I cannot shop in the app. It's constantly loading and then it tells me it cannot open. So frustrating,1
2022,Keeps signing me out. Also a lot of error messages when I try to delete from bag or saved for later.,2
